Latitude (decimal degrees):	59.246
Longitude (decimal degrees):	18.035
Elevation (m):	57
Radiation database:	PVGIS-SARAH3


Slope: 42 deg. 
Azimuth: 0 deg. 
Nominal power of the PV system (c-Si) (kWp):	1.0
System losses (%):	14.0
time,P,G(i),H_sun,T2m,WS10m,Int
20230420:1611,113.55,172.18,14.44,11.93,1.72,0.0
20230420:1711,17.55,33.9,6.81,10.7,2.21,0.0
20230420:1811,0.0,0.0,0.0,9.27,2.55,0.0
20230420:1911,0.0,0.0,0.0,8.25,2.34,0.0
20230420:2011,0.0,0.0,0.0,7.53,2.41,0.0
20230420:2111,0.0,0.0,0.0,7.02,2.48,0.0
20230420:2211,0.0,0.0,0.0,6.63,2.55,0.0
20230420:2311,0.0,0.0,0.0,6.34,2.62,0.0
20230421:0011,0.0,0.0,0.0,6.02,2.55,0.0
20230421:0111,0.0,0.0,0.0,5.72,2.41,0.0
20230421:0211,0.0,0.0,0.0,5.41,2.21,0.0
20230421:0311,0.0,0.0,0.0,5.09,2.0,0.0
20230421:0411,7.96,19.84,5.72,4.83,1.79,0.0
20230421:0511,89.23,146.9,13.32,5.17,1.38,0.0
20230421:0611,291.18,362.52,20.93,7.43,0.9,0.0
20230421:0711,479.43,582.82,28.16,10.24,1.03,0.0
20230421:0811,627.41,784.3,34.5,12.22,0.83,0.0
20230421:0911,723.9,936.22,39.38,13.52,0.55,0.0
20230421:1011,625.26,802.07,42.16,14.35,0.34,0.0
20230421:1111,515.9,651.15,42.4,14.75,0.34,0.0
20230421:1211,412.23,513.67,40.05,14.89,0.48,0.0
20230421:1311,455.25,561.17,35.51,14.53,1.31,0.0
20230421:1411,443.72,540.25,29.39,13.61,2.14,0.0
20230421:1511,323.22,401.65,22.28,12.25,2.28,0.0
20230421:1611,118.84,182.13,14.7,10.9,1.86,0.0
20230421:1711,14.62,29.77,7.08,9.41,1.59,0.0
20230421:1811,0.0,0.0,0.0,7.82,1.38,0.0
20230421:1911,0.0,0.0,0.0,8.59,1.93,0.0
20230421:2011,0.0,0.0,0.0,7.39,1.93,0.0
20230421:2111,0.0,0.0,0.0,6.6,1.86,0.0
20230421:2211,0.0,0.0,0.0,6.15,1.86,0.0
20230421:2311,0.0,0.0,0.0,5.89,1.86,0.0
20230422:0011,0.0,0.0,0.0,5.74,1.93,0.0
20230422:0111,0.0,0.0,0.0,5.7,2.0,0.0
20230422:0211,0.0,0.0,0.0,5.7,2.0,0.0
20230422:0311,0.0,0.0,0.0,5.6,2.07,0.0
20230422:0411,9.6,22.32,6.04,5.59,2.07,0.0
20230422:0511,91.21,149.31,13.63,6.21,1.72,0.0
20230422:0611,296.63,370.27,21.25,8.7,1.24,0.0
20230422:0711,483.21,589.48,28.48,11.39,1.24,0.0
20230422:0811,634.54,789.83,34.84,13.53,1.52,0.0
20230422:0911,737.29,930.48,39.72,14.81,2.14,0.0
20230422:1011,802.56,1017.35,42.5,15.31,2.76,0.0
20230422:1111,811.03,1023.01,42.73,15.5,3.24,0.0
20230422:1211,768.33,955.66,40.37,15.41,3.72,0.0
20230422:1311,678.23,829.05,35.81,15.06,4.07,0.0
20230422:1411,521.39,629.72,29.67,14.41,4.07,0.0
20230422:1511,328.28,406.83,22.55,13.43,3.93,0.0
20230422:1611,120.14,184.36,14.97,12.15,3.72,0.0
20230422:1711,15.14,30.59,7.34,10.57,3.86,0.0
20230422:1811,0.0,0.0,0.0,9.01,3.86,0.0
20230422:1911,0.0,0.0,0.0,8.11,3.59,0.0
20230422:2011,0.0,0.0,0.0,7.35,3.52,0.0
20230422:2111,0.0,0.0,0.0,6.75,3.38,0.0
20230422:2211,0.0,0.0,0.0,6.23,3.24,0.0
20230422:2311,0.0,0.0,0.0,5.84,3.1,0.0
20230423:0011,0.0,0.0,0.0,5.62,2.97,0.0
20230423:0111,0.0,0.0,0.0,5.49,2.97,0.0
20230423:0211,0.0,0.0,0.0,5.46,3.17,0.0
20230423:0311,0.0,0.0,0.0,5.48,3.38,0.0
20230423:0411,3.29,12.4,6.35,5.58,3.24,0.0
20230423:0511,91.97,148.42,13.94,6.31,2.9,0.0
20230423:0611,273.3,335.68,21.56,7.46,2.83,0.0
20230423:0711,484.63,573.17,28.8,8.57,3.03,0.0
20230423:0811,652.78,778.55,35.16,9.47,3.38,0.0
20230423:0911,742.61,898.87,40.05,10.33,3.45,0.0
20230423:1011,806.69,989.29,42.84,11.18,3.52,0.0
20230423:1111,782.93,957.86,43.06,11.71,3.72,0.0
20230423:1211,719.79,872.66,40.68,11.98,3.93,0.0
20230423:1311,558.18,667.19,36.1,12.08,4.0,0.0
20230423:1411,220.76,270.75,29.94,11.86,4.0,0.0
20230423:1511,145.36,185.55,22.81,11.13,4.0,0.0
20230423:1611,17.08,33.17,15.22,10.15,3.93,0.0
20230423:1711,12.86,27.29,7.6,9.31,3.86,0.0
20230423:1811,0.0,0.0,0.0,8.25,3.79,0.0
20230423:1911,0.0,0.0,0.0,7.45,3.66,0.0
20230423:2011,0.0,0.0,0.0,7.54,3.31,0.0
20230423:2111,0.0,0.0,0.0,7.87,3.52,0.0
20230423:2211,0.0,0.0,0.0,8.29,3.52,0.0
20230423:2311,0.0,0.0,0.0,8.5,3.24,0.0
20230424:0011,0.0,0.0,0.0,7.97,2.76,0.0
20230424:0111,0.0,0.0,0.0,7.53,2.21,0.0
20230424:0211,0.0,0.0,0.0,7.24,1.59,0.0
20230424:0311,0.0,0.0,0.0,6.91,1.17,0.0
20230424:0411,0.0,4.96,6.66,6.69,0.83,0.0
20230424:0511,11.48,25.1,14.25,6.67,1.24,0.0
20230424:0611,57.78,82.48,21.87,6.38,1.93,0.0
20230424:0711,96.9,127.31,29.12,6.38,2.14,0.0
20230424:0811,142.9,178.85,35.49,6.38,2.76,0.0
20230424:0911,164.82,203.19,40.39,6.2,2.97,0.0
20230424:1011,134.28,168.55,43.18,5.75,3.66,0.0
20230424:1111,138.48,173.03,43.39,5.55,3.86,0.0
20230424:1211,159.42,196.18,40.99,5.45,3.93,0.0
20230424:1311,113.7,145.24,36.39,5.34,4.0,0.0
20230424:1411,56.75,80.69,30.21,5.01,4.14,0.0
20230424:1511,97.36,126.62,23.07,4.68,4.34,0.0
20230424:1611,107.38,148.45,15.48,4.35,4.21,0.0
20230424:1711,24.0,41.34,7.86,4.07,3.93,0.0
20230424:1811,0.0,0.0,0.0,3.85,3.93,0.0
20230424:1911,0.0,0.0,0.0,3.18,3.93,0.0
20230424:2011,0.0,0.0,0.0,3.19,3.72,0.0
20230424:2111,0.0,0.0,0.0,3.17,3.66,0.0
20230424:2211,0.0,0.0,0.0,3.14,3.72,0.0
20230424:2311,0.0,0.0,0.0,3.1,3.93,0.0
20230425:0011,0.0,0.0,0.0,3.12,4.14,0.0
20230425:0111,0.0,0.0,0.0,2.96,4.21,0.0
20230425:0211,0.0,0.0,0.0,3.06,4.14,0.0
20230425:0311,0.0,0.0,0.0,3.25,3.38,0.0
20230425:0411,0.09,5.79,6.97,3.55,2.0,0.0
20230425:0511,9.13,21.52,14.55,4.05,0.69,0.0
20230425:0611,24.48,42.14,22.18,4.99,1.24,0.0
20230425:0711,96.52,126.41,29.43,5.01,1.1,0.0
20230425:0811,140.71,176.37,35.8,5.68,1.66,0.0
20230425:0911,194.24,236.54,40.71,6.15,2.07,0.0
20230425:1011,167.6,206.95,43.51,6.67,2.62,0.0
20230425:1111,126.14,160.48,43.71,7.11,3.24,0.0
20230425:1211,137.77,173.93,41.3,7.78,3.66,0.0
20230425:1311,76.13,104.0,36.67,7.51,3.1,0.0
20230425:1411,126.66,161.27,30.48,7.45,2.97,0.0
20230425:1511,81.21,109.72,23.33,7.16,2.9,0.0
20230425:1611,40.27,61.86,15.74,6.89,2.9,0.0
20230425:1711,19.19,35.55,8.12,6.54,2.28,0.0
20230425:1811,0.0,0.0,0.0,5.83,2.14,0.0
20230425:1911,0.0,0.0,0.0,5.25,2.14,0.0
20230425:2011,0.0,0.0,0.0,5.09,2.21,0.0
20230425:2111,0.0,0.0,0.0,5.07,2.28,0.0
20230425:2211,0.0,0.0,0.0,5.01,2.14,0.0
20230425:2311,0.0,0.0,0.0,4.76,2.0,0.0
20230426:0011,0.0,0.0,0.0,4.68,1.86,0.0
20230426:0111,0.0,0.0,0.0,4.77,1.66,0.0
20230426:0211,0.0,0.0,0.0,4.87,1.59,0.0
20230426:0311,0.0,0.0,0.0,4.81,1.59,0.0
20230426:0411,21.93,38.86,7.27,4.76,1.66,0.0
20230426:0511,23.03,40.34,14.85,5.32,1.59,0.0
20230426:0611,61.78,86.96,22.48,5.92,2.0,0.0
20230426:0711,210.65,253.56,29.73,5.94,2.97,0.0
20230426:0811,290.05,342.5,36.12,6.65,3.52,0.0
20230426:0911,425.28,498.6,41.04,7.5,3.59,0.0
20230426:1011,786.98,946.85,43.83,8.41,3.79,0.0
20230426:1111,667.44,794.91,44.03,8.84,3.86,0.0
20230426:1211,552.9,653.35,41.6,9.25,4.0,0.0
20230426:1311,523.37,617.25,36.96,9.43,4.0,0.0
20230426:1411,348.66,412.99,30.75,9.52,4.07,0.0
20230426:1511,154.18,193.87,23.59,9.21,4.41,0.0
20230426:1611,110.27,154.01,15.99,8.37,4.21,0.0
20230426:1711,26.83,45.48,8.38,7.54,4.14,0.0
20230426:1811,0.0,0.0,0.0,6.56,3.59,0.0
20230426:1911,0.0,0.0,0.0,5.26,3.59,0.0
20230426:2011,0.0,0.0,0.0,4.54,3.52,0.0
20230426:2111,0.0,0.0,0.0,3.87,3.59,0.0
20230426:2211,0.0,0.0,0.0,3.27,3.59,0.0
20230426:2311,0.0,0.0,0.0,2.82,3.38,0.0
20230427:0011,0.0,0.0,0.0,2.49,3.31,0.0
20230427:0111,0.0,0.0,0.0,2.25,3.24,0.0
20230427:0211,0.0,0.0,0.0,2.08,3.17,0.0
20230427:0311,0.0,0.0,0.0,1.97,3.1,0.0
20230427:0411,15.84,30.59,7.57,2.12,2.9,0.0
20230427:0511,107.41,168.96,15.14,2.96,2.76,0.0
20230427:0611,326.54,393.48,22.77,4.15,2.9,0.0
20230427:0711,529.11,613.66,30.03,5.09,3.72,0.0
20230427:0811,572.17,666.14,36.43,6.03,3.79,0.0
20230427:0911,452.84,529.3,41.36,6.86,3.59,0.0
20230427:1011,105.31,137.17,44.16,7.53,3.59,0.0
20230427:1111,622.46,736.88,44.35,7.93,3.66,0.0
20230427:1211,249.57,299.38,41.9,8.12,3.93,0.0
20230427:1311,212.91,257.65,37.24,7.9,4.21,0.0
20230427:1411,336.0,395.0,31.01,7.69,4.28,0.0
20230427:1511,348.38,418.52,23.84,7.32,4.21,0.0
20230427:1611,120.26,167.79,16.24,6.24,3.79,0.0
20230427:1711,18.68,34.73,8.63,5.49,3.31,0.0
20230427:1811,0.0,0.0,0.0,4.61,2.97,0.0
20230427:1911,0.0,0.0,0.0,4.06,3.1,0.0
20230427:2011,0.0,0.0,0.0,3.81,3.17,0.0
20230427:2111,0.0,0.0,0.0,3.72,3.03,0.0
20230427:2211,0.0,0.0,0.0,3.42,2.83,0.0
20230427:2311,0.0,0.0,0.0,3.1,2.83,0.0
20230428:0011,0.0,0.0,0.0,2.71,2.83,0.0
20230428:0111,0.0,0.0,0.0,2.39,2.83,0.0
20230428:0211,0.0,0.0,0.0,2.02,2.9,0.0
20230428:0311,0.0,0.0,0.0,1.56,3.03,0.0
20230428:0411,24.32,41.34,7.86,1.4,3.1,0.0
20230428:0511,96.44,132.63,15.43,1.92,3.45,0.0
20230428:0611,194.27,234.54,23.06,2.85,3.72,0.0
20230428:0711,387.68,447.9,30.33,4.16,3.79,0.0
20230428:0811,524.26,607.94,36.74,5.38,3.66,0.0
20230428:0911,571.14,671.5,41.67,6.44,3.03,0.0
20230428:1011,509.59,603.23,44.47,7.48,2.55,0.0
20230428:1111,644.94,780.85,44.66,8.58,2.07,0.0
20230428:1211,630.84,764.9,42.2,9.07,1.93,0.0
20230428:1311,351.66,422.01,37.52,9.53,1.66,0.0
20230428:1411,151.24,191.2,31.27,9.45,1.52,0.0
20230428:1511,164.38,207.0,24.09,9.21,1.45,0.0
20230428:1611,133.09,200.02,16.49,8.92,1.52,0.0
20230428:1711,26.09,44.65,8.88,7.86,1.45,0.0
20230428:1811,0.0,0.0,0.0,7.15,1.38,0.0
20230428:1911,0.0,0.0,0.0,5.27,0.9,0.0
20230428:2011,0.0,0.0,0.0,4.18,1.03,0.0
20230428:2111,0.0,0.0,0.0,3.32,1.24,0.0
20230428:2211,0.0,0.0,0.0,2.36,1.45,0.0
20230428:2311,0.0,0.0,0.0,1.68,1.59,0.0
20230429:0011,0.0,0.0,0.0,1.59,1.45,0.0
20230429:0111,0.0,0.0,0.0,2.0,1.17,0.0
20230429:0211,0.0,0.0,0.0,1.99,1.17,0.0
20230429:0311,0.0,0.0,0.0,0.92,1.72,0.0
20230429:0411,25.47,43.0,8.15,2.66,2.34,0.0
20230429:0511,90.0,123.77,15.72,3.84,2.14,0.0
20230429:0611,113.27,145.39,23.35,5.33,2.21,0.0
20230429:0711,256.1,305.14,30.62,6.65,3.03,0.0
20230429:0811,299.2,354.33,37.04,7.56,3.52,0.0
20230429:0911,462.73,541.91,41.98,8.15,4.34,0.0
20230429:1011,377.48,441.87,44.79,7.74,5.03,0.0
20230429:1111,230.78,277.28,44.97,7.8,5.24,0.0
20230429:1211,153.88,191.86,42.49,8.3,5.79,0.0
20230429:1311,157.55,195.82,37.79,8.13,5.45,0.0
20230429:1411,141.8,177.83,31.53,7.54,4.83,0.0
20230429:1511,219.06,265.49,24.34,6.74,4.34,0.0
20230429:1611,18.15,34.07,16.73,5.88,4.14,0.0
20230429:1711,29.07,47.96,9.13,5.7,3.31,0.0
20230429:1811,0.0,0.83,1.91,5.35,3.1,0.0
20230429:1911,0.0,0.0,0.0,5.35,3.86,0.0
20230429:2011,0.0,0.0,0.0,4.86,4.41,0.0
20230429:2111,0.0,0.0,0.0,4.32,4.62,0.0
20230429:2211,0.0,0.0,0.0,3.88,4.83,0.0
20230429:2311,0.0,0.0,0.0,3.47,4.97,0.0
20230430:0011,0.0,0.0,0.0,3.25,4.9,0.0
20230430:0111,0.0,0.0,0.0,2.89,4.69,0.0
20230430:0211,0.0,0.0,0.0,2.48,4.62,0.0
20230430:0311,0.0,0.0,0.0,2.12,4.55,0.0
20230430:0411,19.02,34.73,8.43,2.09,4.41,0.0
20230430:0511,113.63,163.42,16.0,2.6,4.55,0.0
20230430:0611,206.58,248.44,23.63,3.6,4.97,0.0
20230430:0711,348.77,402.89,30.91,5.02,5.86,0.0
20230430:0811,550.61,634.48,37.33,6.11,5.52,0.0
20230430:0911,762.41,899.76,42.29,7.22,4.76,0.0
20230430:1011,795.89,950.7,45.1,8.37,4.62,0.0
20230430:1111,681.36,811.64,45.27,9.24,4.28,0.0
20230430:1211,719.18,863.98,42.78,9.92,3.93,0.0
20230430:1311,672.0,804.83,38.06,10.43,3.79,0.0
20230430:1411,501.36,595.72,31.79,10.59,3.79,0.0
20230430:1511,309.79,377.81,24.59,10.41,3.86,0.0
20230430:1611,135.09,200.8,16.98,9.85,4.07,0.0
20230430:1711,20.83,38.04,9.38,9.14,3.66,0.0
20230430:1811,0.0,3.31,2.16,8.05,3.38,0.0
20230430:1911,0.0,0.0,0.0,6.89,3.1,0.0
20230430:2011,0.0,0.0,0.0,5.98,3.31,0.0
20230430:2111,0.0,0.0,0.0,5.51,3.52,0.0
20230430:2211,0.0,0.0,0.0,5.15,3.66,0.0
20230430:2311,0.0,0.0,0.0,4.76,3.38,0.0
20230501:0011,0.0,0.0,0.0,4.25,3.17,0.0
20230501:0111,0.0,0.0,0.0,3.75,2.97,0.0
20230501:0211,0.0,0.0,0.0,3.33,2.83,0.0
20230501:0311,0.0,0.0,0.0,2.94,2.48,0.0
20230501:0411,0.78,7.44,8.71,2.96,2.28,0.0
20230501:0511,41.6,62.76,16.27,3.88,2.21,0.0
20230501:0611,79.48,106.69,23.91,4.62,2.34,0.0
20230501:0711,241.3,286.63,31.19,5.44,3.52,0.0
20230501:0811,313.32,367.67,37.62,5.9,3.45,0.0
20230501:0911,313.57,368.76,42.59,6.03,3.38,0.0
20230501:1011,491.02,572.99,45.4,6.12,3.52,0.0
20230501:1111,232.19,277.96,45.57,6.27,3.79,0.0
20230501:1211,156.1,192.75,43.06,5.79,4.14,0.0
20230501:1311,190.68,230.11,38.33,5.1,4.34,0.0
20230501:1411,113.94,145.24,32.04,4.83,3.79,0.0
20230501:1511,56.77,80.69,24.83,4.79,3.24,0.0
20230501:1611,30.3,49.31,17.22,4.91,3.79,0.0
20230501:1711,9.06,21.5,9.62,5.28,4.34,0.0
20230501:1811,0.0,0.83,2.41,5.77,4.34,0.0
20230501:1911,0.0,0.0,0.0,6.48,5.72,0.0
20230501:2011,0.0,0.0,0.0,6.82,5.79,0.0
20230501:2111,0.0,0.0,0.0,6.83,5.72,0.0
20230501:2211,0.0,0.0,0.0,6.89,5.59,0.0
20230501:2311,0.0,0.0,0.0,7.02,5.24,0.0
20230502:0011,0.0,0.0,0.0,6.99,4.41,0.0
20230502:0111,0.0,0.0,0.0,6.54,3.38,0.0
20230502:0211,0.0,0.0,0.0,5.43,2.97,0.0
20230502:0311,0.0,0.83,1.85,4.1,3.38,0.0
20230502:0411,1.16,8.27,8.98,3.34,3.31,0.0
20230502:0511,36.52,56.48,16.54,3.1,3.52,0.0
20230502:0611,62.83,86.96,24.18,2.98,4.48,0.0
20230502:0711,0.0,0.0,0.0,3.08,5.86,0.0
20230502:0811,191.57,229.96,37.91,4.12,4.76,0.0
20230502:0911,564.39,654.71,42.88,5.71,4.34,0.0
20230502:1011,502.33,586.67,45.71,7.43,4.48,0.0
20230502:1111,808.25,966.67,45.87,8.3,4.55,0.0
20230502:1211,728.13,868.84,43.35,9.12,4.28,0.0
20230502:1311,631.69,748.14,38.59,9.69,4.34,0.0
20230502:1411,401.77,474.38,32.29,9.86,4.48,0.0
20230502:1511,259.06,316.74,25.07,10.27,4.0,0.0
20230502:1611,134.07,196.08,17.46,10.38,3.66,0.0
20230502:1711,22.63,40.52,9.86,9.88,2.34,0.0
20230502:1811,0.0,4.96,2.66,8.66,1.86,0.0
20230502:1911,0.0,0.0,0.0,7.03,2.0,0.0
20230502:2011,0.0,0.0,0.0,6.01,2.28,0.0
20230502:2111,0.0,0.0,0.0,5.34,2.48,0.0
20230502:2211,0.0,0.0,0.0,4.87,2.69,0.0
20230502:2311,0.0,0.0,0.0,4.55,2.76,0.0
20230503:0011,0.0,0.0,0.0,4.31,2.83,0.0
20230503:0111,0.0,0.0,0.0,4.07,2.83,0.0
20230503:0211,0.0,0.0,0.0,3.73,2.9,0.0
20230503:0311,0.0,0.83,2.12,3.42,2.97,0.0
20230503:0411,22.1,38.86,9.25,3.4,2.9,0.0
20230503:0511,121.31,187.04,16.81,4.12,2.9,0.0
20230503:0611,345.4,416.61,24.45,5.28,3.03,0.0
20230503:0711,542.76,639.38,31.74,6.79,2.83,0.0
20230503:0811,693.33,831.48,38.19,8.2,2.76,0.0
20230503:0911,805.63,987.73,43.18,9.27,2.76,0.0
20230503:1011,837.63,1041.19,46.0,9.97,2.55,0.0
20230503:1111,763.92,948.23,46.16,10.17,2.07,0.0
20230503:1211,479.52,579.72,43.62,10.29,1.59,0.0
20230503:1311,543.91,659.22,38.86,10.15,1.59,0.0
20230503:1411,518.74,620.5,32.54,9.5,2.34,0.0
20230503:1511,280.28,338.4,25.31,7.27,2.97,0.0
20230503:1611,118.61,159.28,17.69,5.43,3.03,0.0
20230503:1711,33.28,52.92,10.1,4.55,2.55,0.0
20230503:1811,0.09,5.79,2.91,3.99,1.93,0.0
20230503:1911,0.0,0.0,0.0,3.37,2.34,0.0
20230503:2011,0.0,0.0,0.0,3.0,1.79,0.0
20230503:2111,0.0,0.0,0.0,2.39,1.1,0.0
20230503:2211,0.0,0.0,0.0,2.98,0.55,0.0
20230503:2311,0.0,0.0,0.0,3.3,0.14,0.0
20230504:0011,0.0,0.0,0.0,3.2,0.76,0.0
20230504:0111,0.0,0.0,0.0,1.06,1.17,0.0
20230504:0211,0.0,0.0,0.0,-0.29,1.59,0.0
20230504:0311,0.0,0.83,2.39,-0.45,2.0,0.0
20230504:0411,35.33,54.57,9.51,0.53,2.28,0.0
20230504:0511,124.68,188.68,17.07,2.23,2.07,0.0
20230504:0611,344.7,413.97,24.71,3.53,2.14,0.0
20230504:0711,551.79,642.88,32.01,4.48,2.9,0.0
20230504:0811,675.18,794.47,38.47,5.44,3.1,0.0
20230504:0911,631.8,744.08,43.46,5.95,3.17,0.0
20230504:1011,566.59,666.55,46.3,6.34,3.1,0.0
20230504:1111,498.7,585.19,46.45,6.36,3.03,0.0
20230504:1211,202.45,245.41,43.9,6.2,2.83,0.0
20230504:1311,146.34,182.57,39.11,5.99,2.48,0.0
20230504:1411,303.51,358.75,32.78,5.86,2.21,0.0
20230504:1511,129.45,163.79,25.55,5.68,2.0,0.0
20230504:1611,142.18,201.62,17.93,5.34,1.79,0.0
20230504:1711,37.98,58.71,10.34,4.84,1.45,0.0
20230504:1811,1.55,9.1,3.16,4.1,1.31,0.0
20230504:1911,0.0,0.0,0.0,3.21,1.79,0.0
20230504:2011,0.0,0.0,0.0,2.76,1.38,0.0
20230504:2111,0.0,0.0,0.0,2.54,0.62,0.0
20230504:2211,0.0,0.0,0.0,2.97,0.48,0.0
20230504:2311,0.0,0.0,0.0,0.94,1.24,0.0
20230505:0011,0.0,0.0,0.0,0.43,1.72,0.0
20230505:0111,0.0,0.0,0.0,0.95,2.07,0.0
20230505:0211,0.0,0.0,0.0,0.87,2.21,0.0
20230505:0311,0.0,1.65,2.66,0.85,2.34,0.0
20230505:0411,23.67,40.52,9.77,1.19,2.21,0.0
20230505:0511,127.0,191.73,17.33,2.2,1.86,0.0
20230505:0611,349.5,419.95,24.96,3.11,1.72,0.0
20230505:0711,513.61,606.09,32.27,4.11,1.24,0.0
20230505:0811,428.54,504.96,38.74,4.92,1.24,0.0
20230505:0911,211.72,256.57,43.75,5.61,1.31,0.0
20230505:1011,361.3,426.28,46.58,5.81,2.0,0.0
20230505:1111,353.14,416.25,46.74,5.78,2.21,0.0
20230505:1211,630.19,751.95,44.17,5.94,2.0,0.0
20230505:1311,612.96,728.34,39.37,6.06,2.07,0.0
20230505:1411,567.28,668.89,33.02,6.03,2.41,0.0
20230505:1511,373.64,448.59,25.78,5.85,2.69,0.0
20230505:1611,148.68,217.36,18.16,5.33,2.83,0.0
20230505:1711,22.61,39.69,10.57,4.61,2.69,0.0
20230505:1811,1.97,9.92,3.4,3.96,2.34,0.0
20230505:1911,0.0,0.0,0.0,3.02,2.21,0.0
20230505:2011,0.0,0.0,0.0,2.42,2.21,0.0
20230505:2111,0.0,0.0,0.0,2.06,2.21,0.0
20230505:2211,0.0,0.0,0.0,1.87,2.21,0.0
20230505:2311,0.0,0.0,0.0,1.81,2.0,0.0
20230506:0011,0.0,0.0,0.0,1.84,1.79,0.0
20230506:0111,0.0,0.0,0.0,1.53,1.45,0.0
20230506:0211,0.0,0.0,0.0,0.92,1.03,0.0
20230506:0311,0.0,1.65,2.92,2.22,0.69,0.0
20230506:0411,23.53,40.52,10.02,2.07,0.76,0.0
20230506:0511,128.36,195.34,17.58,2.71,0.76,0.0
20230506:0611,351.73,425.84,25.21,3.76,1.1,0.0
20230506:0711,554.27,651.12,32.53,4.37,2.0,0.0
20230506:0811,709.95,843.12,39.01,4.97,2.41,0.0
20230506:0911,820.08,987.84,44.02,5.48,2.76,0.0
20230506:1011,872.91,1058.98,46.87,5.87,3.03,0.0
20230506:1111,894.79,1088.2,47.02,6.13,3.17,0.0
20230506:1211,852.33,1028.33,44.44,6.26,3.24,0.0
20230506:1311,746.7,886.14,39.62,6.19,3.31,0.0
20230506:1411,574.87,672.7,33.26,5.91,3.24,0.0
20230506:1511,371.73,444.59,26.01,5.61,3.1,0.0
20230506:1611,146.93,209.53,18.39,5.19,2.97,0.0
20230506:1711,28.55,47.13,10.8,4.61,2.76,0.0
20230506:1811,0.77,7.44,3.64,3.98,2.41,0.0
20230506:1911,0.0,0.0,0.0,3.2,2.41,0.0
20230506:2011,0.0,0.0,0.0,2.81,2.28,0.0
20230506:2111,0.0,0.0,0.0,2.6,2.21,0.0
20230506:2211,0.0,0.0,0.0,2.62,2.14,0.0
20230506:2311,0.0,0.0,0.0,2.7,2.07,0.0
20230507:0011,0.0,0.0,0.0,2.78,2.0,0.0
20230507:0111,0.0,0.0,0.0,2.84,1.93,0.0
20230507:0211,0.0,0.0,0.0,2.92,1.86,0.0
20230507:0311,0.0,3.31,3.17,2.95,1.79,0.0
20230507:0411,22.77,39.69,10.27,3.04,1.45,0.0
20230507:0511,128.87,196.46,17.82,3.9,1.1,0.0
20230507:0611,349.23,424.47,25.46,5.06,1.31,0.0
20230507:0711,546.97,647.64,32.78,5.97,1.93,0.0
20230507:0811,703.4,843.37,39.27,6.82,2.34,0.0
20230507:0911,815.93,992.86,44.29,7.53,2.76,0.0
20230507:1011,873.12,1070.58,47.15,8.08,3.1,0.0
20230507:1111,870.9,1067.93,47.29,8.52,3.24,0.0
20230507:1211,792.16,959.24,44.7,8.76,3.38,0.0
20230507:1311,702.31,838.99,39.87,8.84,3.52,0.0
20230507:1411,512.4,604.15,33.5,8.74,3.72,0.0
20230507:1511,362.37,437.56,26.24,8.37,3.72,0.0
20230507:1611,139.39,192.92,18.61,7.82,3.52,0.0
20230507:1711,41.73,63.67,11.03,7.06,3.1,0.0
20230507:1811,2.82,11.58,3.87,6.18,2.9,0.0
20230507:1911,0.0,0.0,0.0,5.53,2.76,0.0
20230507:2011,0.0,0.0,0.0,4.99,2.69,0.0
20230507:2111,0.0,0.0,0.0,4.61,2.69,0.0
20230507:2211,0.0,0.0,0.0,4.35,2.83,0.0
20230507:2311,0.0,0.0,0.0,4.23,2.83,0.0
20230508:0011,0.0,0.0,0.0,4.01,2.83,0.0
20230508:0111,0.0,0.0,0.0,3.8,2.83,0.0
20230508:0211,0.0,0.0,0.0,3.68,2.83,0.0
20230508:0311,0.09,5.79,3.42,3.58,2.83,0.0
20230508:0411,23.34,40.52,10.51,3.93,2.62,0.0
20230508:0511,130.64,198.26,18.06,5.2,2.41,0.0
20230508:0611,347.88,423.17,25.7,6.75,2.28,0.0
20230508:0711,543.26,648.01,33.03,8.42,2.34,0.0
20230508:0811,685.72,831.97,39.53,9.89,2.48,0.0
20230508:0911,796.98,985.29,44.56,11.19,2.83,0.0
20230508:1011,851.43,1062.63,47.42,12.12,3.17,0.0
20230508:1111,864.96,1078.84,47.56,12.75,3.59,0.0
20230508:1211,818.98,1008.35,44.96,13.07,4.14,0.0
20230508:1311,721.69,874.42,40.11,13.1,4.48,0.0
20230508:1411,564.84,675.84,33.73,12.87,4.76,0.0
20230508:1511,365.66,447.72,26.46,12.25,4.76,0.0
20230508:1611,148.24,221.21,18.83,11.37,4.34,0.0
20230508:1711,23.89,42.17,11.26,10.24,4.28,0.0
20230508:1811,5.66,16.54,4.1,8.98,3.93,0.0
20230508:1911,0.0,0.0,0.0,7.74,3.66,0.0
20230508:2011,0.0,0.0,0.0,6.94,3.59,0.0
20230508:2111,0.0,0.0,0.0,6.43,3.52,0.0
20230508:2211,0.0,0.0,0.0,6.07,3.45,0.0
20230508:2311,0.0,0.0,0.0,5.8,3.38,0.0
20230509:0011,0.0,0.0,0.0,5.63,3.38,0.0
20230509:0111,0.0,0.0,0.0,5.54,3.38,0.0
20230509:0211,0.0,0.0,0.0,5.51,3.31,0.0
20230509:0311,0.0,3.31,3.66,5.51,3.31,0.0
20230509:0411,28.34,47.13,10.75,6.1,3.31,0.0
20230509:0511,129.81,196.86,18.29,7.43,3.1,0.0
